shipping_group,shipping_group_code,n_products,median_loaded_weight,max_loaded_weight,dest_province,region,km_median,total_cost
 سایر,241207,50,0.06607142857142857,2.0,خراسان جنوبی,شرق,1033.0,68.25178571428572
 سایر,241207,50,0.06607142857142857,2.0,خراسان رضوی,شرق,894.0,59.06785714285714
 سایر,241207,50,0.06607142857142857,2.0,خراسان شمالی,شرق,700.0,46.25
 سایر,241207,50,0.06607142857142857,2.0,خوزستان,جنوب,774.0,51.13928571428571
 سایر,241207,50,0.06607142857142857,2.0,زنجان,غرب,353.0,23.323214285714286
 سایر,241207,50,0.06607142857142857,2.0,سمنان,شرق,282.0,18.632142857142856
 سایر,241207,50,0.06607142857142857,2.0,سیستان و بلوچستان,شرق,1647.5,108.85267857142857
 سایر,241207,50,0.06607142857142857,2.0,فارس,جنوب,932.0,61.57857142857143
 سایر,241207,50,0.06607142857142857,2.0,قزوین,شمال,199.0,13.148214285714285
 سایر,241207,50,0.06607142857142857,2.0,قم,مرکز,128.0,8.457142857142857
 سایر,241207,50,0.06607142857142857,2.0,لرستان,مرکز,414.5,27.386607142857144
 سایر,241207,50,0.06607142857142857,2.0,مازندران,شمال,231.0,15.262500000000001
 سایر,241207,50,0.06607142857142857,2.0,مرکزی,مرکز,249.0,16.451785714285716
 سایر,241207,50,0.06607142857142857,2.0,هرمزگان,جنوب,1261.0,83.31607142857143
 سایر,241207,50,0.06607142857142857,2.0,همدان,مرکز,299.5,19.788392857142856
 سایر,241207,50,0.06607142857142857,2.0,چهار محال بختیاری,جنوب,531.5,35.11696428571429
 سایر,241207,50,0.06607142857142857,2.0,کردستان,غرب,485.0,32.04464285714286
 سایر,241207,50,0.06607142857142857,2.0,کرمان,شرق,968.0,63.957142857142856
 سایر,241207,50,0.06607142857142857,2.0,کرمانشاه,غرب,479.0,31.648214285714285
 سایر,241207,50,0.06607142857142857,2.0,کهگیلویه و بویراحمد,جنوب,888.0,58.67142857142857
 سایر,241207,50,0.06607142857142857,2.0,گلستان,شمال,521.0,34.42321428571429
 سایر,241207,50,0.06607142857142857,2.0,گیلان,شمال,392.5,25.933035714285715
 سایر,241207,50,0.06607142857142857,2.0,یزد,شرق,623.0,41.1625
 پرینتر / کارتریج,241212,10,2.0,2.0,آذربایجان شرقی,غرب,696.0,1392.0
 پرینتر / کارتریج,241212,10,2.0,2.0,آذربایجان غربی,غرب,803.5,1607.0
 پرینتر / کارتریج,241212,10,2.0,2.0,اردبیل,غرب,698.0,1396.0
 پرینتر / کارتریج,241212,10,2.0,2.0,اصفهان,مرکز,430.0,860.0
 پرینتر / کارتریج,241212,10,2.0,2.0,ایلام,غرب,644.0,1288.0
 پرینتر / کارتریج,241212,10,2.0,2.0,بوشهر,جنوب,1019.0,2038.0
 پرینتر / کارتریج,241212,10,2.0,2.0,خراسان جنوبی,شرق,1033.0,2066.0
 پرینتر / کارتریج,241212,10,2.0,2.0,خراسان رضوی,شرق,894.0,1788.0
 پرینتر / کارتریج,241212,10,2.0,2.0,خراسان شمالی,شرق,700.0,1400.0
 پرینتر / کارتریج,241212,10,2.0,2.0,خوزستان,جنوب,774.0,1548.0
 پرینتر / کارتریج,241212,10,2.0,2.0,زنجان,غرب,353.0,706.0
 پرینتر / کارتریج,241212,10,2.0,2.0,سمنان,شرق,282.0,564.0
 پرینتر / کارتریج,241212,10,2.0,2.0,سیستان و بلوچستان,شرق,1647.5,3295.0
 پرینتر / کارتریج,241212,10,2.0,2.0,فارس,جنوب,932.0,1864.0
 پرینتر / کارتریج,241212,10,2.0,2.0,قزوین,شمال,199.0,398.0
 پرینتر / کارتریج,241212,10,2.0,2.0,قم,مرکز,128.0,256.0
 پرینتر / کارتریج,241212,10,2.0,2.0,لرستان,مرکز,414.5,829.0
 پرینتر / کارتریج,241212,10,2.0,2.0,مازندران,شمال,231.0,462.0
 پرینتر / کارتریج,241212,10,2.0,2.0,مرکزی,مرکز,249.0,498.0
 پرینتر / کارتریج,241212,10,2.0,2.0,هرمزگان,جنوب,1261.0,2522.0
 پرینتر / کارتریج,241212,10,2.0,2.0,همدان,مرکز,299.5,599.0
 پرینتر / کارتریج,241212,10,2.0,2.0,چهار محال بختیاری,جنوب,531.5,1063.0
 پرینتر / کارتریج,241212,10,2.0,2.0,کردستان,غرب,485.0,970.0
 پرینتر / کارتریج,241212,10,2.0,2.0,کرمان,شرق,968.0,1936.0
 پرینتر / کارتریج,241212,10,2.0,2.0,کرمانشاه,غرب,479.0,958.0
 پرینتر / کارتریج,241212,10,2.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1776.0
 پرینتر / کارتریج,241212,10,2.0,2.0,گلستان,شمال,521.0,1042.0
 پرینتر / کارتریج,241212,10,2.0,2.0,گیلان,شمال,392.5,785.0
 پرینتر / کارتریج,241212,10,2.0,2.0,یزد,شرق,623.0,1246.0
 کیبورد ، موس,241206,4,2.0,2.0,آذربایجان شرقی,غرب,696.0,1392.0
 کیبورد ، موس,241206,4,2.0,2.0,آذربایجان غربی,غرب,803.5,1607.0
 کیبورد ، موس,241206,4,2.0,2.0,اردبیل,غرب,698.0,1396.0
 کیبورد ، موس,241206,4,2.0,2.0,اصفهان,مرکز,430.0,860.0
 کیبورد ، موس,241206,4,2.0,2.0,ایلام,غرب,644.0,1288.0
 کیبورد ، موس,241206,4,2.0,2.0,بوشهر,جنوب,1019.0,2038.0
 کیبورد ، موس,241206,4,2.0,2.0,خراسان جنوبی,شرق,1033.0,2066.0
 کیبورد ، موس,241206,4,2.0,2.0,خراسان رضوی,شرق,894.0,1788.0
 کیبورد ، موس,241206,4,2.0,2.0,خراسان شمالی,شرق,700.0,1400.0
 کیبورد ، موس,241206,4,2.0,2.0,خوزستان,جنوب,774.0,1548.0
 کیبورد ، موس,241206,4,2.0,2.0,زنجان,غرب,353.0,706.0
 کیبورد ، موس,241206,4,2.0,2.0,سمنان,شرق,282.0,564.0
 کیبورد ، موس,241206,4,2.0,2.0,سیستان و بلوچستان,شرق,1647.5,3295.0
 کیبورد ، موس,241206,4,2.0,2.0,فارس,جنوب,932.0,1864.0
 کیبورد ، موس,241206,4,2.0,2.0,قزوین,شمال,199.0,398.0
 کیبورد ، موس,241206,4,2.0,2.0,قم,مرکز,128.0,256.0
 کیبورد ، موس,241206,4,2.0,2.0,لرستان,مرکز,414.5,829.0
 کیبورد ، موس,241206,4,2.0,2.0,مازندران,شمال,231.0,462.0
 کیبورد ، موس,241206,4,2.0,2.0,مرکزی,مرکز,249.0,498.0
 کیبورد ، موس,241206,4,2.0,2.0,هرمزگان,جنوب,1261.0,2522.0
 کیبورد ، موس,241206,4,2.0,2.0,همدان,مرکز,299.5,599.0
 کیبورد ، موس,241206,4,2.0,2.0,چهار محال بختیاری,جنوب,531.5,1063.0
 کیبورد ، موس,241206,4,2.0,2.0,کردستان,غرب,485.0,970.0
 کیبورد ، موس,241206,4,2.0,2.0,کرمان,شرق,968.0,1936.0
 کیبورد ، موس,241206,4,2.0,2.0,کرمانشاه,غرب,479.0,958.0
 کیبورد ، موس,241206,4,2.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1776.0
 کیبورد ، موس,241206,4,2.0,2.0,گلستان,شمال,521.0,1042.0
 کیبورد ، موس,241206,4,2.0,2.0,گیلان,شمال,392.5,785.0
 کیبورد ، موس,241206,4,2.0,2.0,یزد,شرق,623.0,1246.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,آذربایجان شرقی,غرب,696.0,1392.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,آذربایجان غربی,غرب,803.5,1607.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,اردبیل,غرب,698.0,1396.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,اصفهان,مرکز,430.0,860.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,ایلام,غرب,644.0,1288.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,بوشهر,جنوب,1019.0,2038.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,خراسان جنوبی,شرق,1033.0,2066.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,خراسان رضوی,شرق,894.0,1788.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,خراسان شمالی,شرق,700.0,1400.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,خوزستان,جنوب,774.0,1548.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,زنجان,غرب,353.0,706.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,سمنان,شرق,282.0,564.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,سیستان و بلوچستان,شرق,1647.5,3295.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,فارس,جنوب,932.0,1864.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,قزوین,شمال,199.0,398.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,قم,مرکز,128.0,256.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,لرستان,مرکز,414.5,829.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,مازندران,شمال,231.0,462.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,مرکزی,مرکز,249.0,498.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,هرمزگان,جنوب,1261.0,2522.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,همدان,مرکز,299.5,599.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,چهار محال بختیاری,جنوب,531.5,1063.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,کردستان,غرب,485.0,970.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,کرمان,شرق,968.0,1936.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,کرمانشاه,غرب,479.0,958.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1776.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,گلستان,شمال,521.0,1042.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,گیلان,شمال,392.5,785.0
"(140/160/180/200/220) LTE4,5",241123,35,2.0,2.0,یزد,شرق,623.0,1246.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,آذربایجان شرقی,غرب,696.0,1392.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,آذربایجان غربی,غرب,803.5,1607.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,اردبیل,غرب,698.0,1396.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,اصفهان,مرکز,430.0,860.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,ایلام,غرب,644.0,1288.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,بوشهر,جنوب,1019.0,2038.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,خراسان جنوبی,شرق,1033.0,2066.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,خراسان رضوی,شرق,894.0,1788.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,خراسان شمالی,شرق,700.0,1400.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,خوزستان,جنوب,774.0,1548.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,زنجان,غرب,353.0,706.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,سمنان,شرق,282.0,564.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,سیستان و بلوچستان,شرق,1647.5,3295.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,فارس,جنوب,932.0,1864.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,قزوین,شمال,199.0,398.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,قم,مرکز,128.0,256.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,لرستان,مرکز,414.5,829.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,مازندران,شمال,231.0,462.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,مرکزی,مرکز,249.0,498.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,هرمزگان,جنوب,1261.0,2522.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,همدان,مرکز,299.5,599.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,چهار محال بختیاری,جنوب,531.5,1063.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,کردستان,غرب,485.0,970.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,کرمان,شرق,968.0,1936.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,کرمانشاه,غرب,479.0,958.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1776.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,گلستان,شمال,521.0,1042.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,گیلان,شمال,392.5,785.0
"(80/100/120)LTE4,5",241122,13,2.0,2.0,یزد,شرق,623.0,1246.0
12000 IN & OD,241102,95,1.9999999999999998,2.0,آذربایجان شرقی,غرب,696.0,1391.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,آذربایجان غربی,غرب,803.5,1606.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,اردبیل,غرب,698.0,1395.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,اصفهان,مرکز,430.0,859.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,ایلام,غرب,644.0,1287.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,بوشهر,جنوب,1019.0,2037.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,خراسان جنوبی,شرق,1033.0,2065.9999999999995
12000 IN & OD,241102,95,1.9999999999999998,2.0,خراسان رضوی,شرق,894.0,1787.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,خراسان شمالی,شرق,700.0,1399.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,خوزستان,جنوب,774.0,1547.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,زنجان,غرب,353.0,705.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,سمنان,شرق,282.0,563.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,سیستان و بلوچستان,شرق,1647.5,3294.9999999999995
12000 IN & OD,241102,95,1.9999999999999998,2.0,فارس,جنوب,932.0,1863.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,قزوین,شمال,199.0,397.99999999999994
12000 IN & OD,241102,95,1.9999999999999998,2.0,قم,مرکز,128.0,255.99999999999997
12000 IN & OD,241102,95,1.9999999999999998,2.0,لرستان,مرکز,414.5,828.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,مازندران,شمال,231.0,461.99999999999994
12000 IN & OD,241102,95,1.9999999999999998,2.0,مرکزی,مرکز,249.0,497.99999999999994
12000 IN & OD,241102,95,1.9999999999999998,2.0,هرمزگان,جنوب,1261.0,2521.9999999999995
12000 IN & OD,241102,95,1.9999999999999998,2.0,همدان,مرکز,299.5,598.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,چهار محال بختیاری,جنوب,531.5,1062.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,کردستان,غرب,485.0,969.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,کرمان,شرق,968.0,1935.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,کرمانشاه,غرب,479.0,957.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1775.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,گلستان,شمال,521.0,1041.9999999999998
12000 IN & OD,241102,95,1.9999999999999998,2.0,گیلان,شمال,392.5,784.9999999999999
12000 IN & OD,241102,95,1.9999999999999998,2.0,یزد,شرق,623.0,1245.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,آذربایجان شرقی,غرب,696.0,1391.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,آذربایجان غربی,غرب,803.5,1606.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,اردبیل,غرب,698.0,1395.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,اصفهان,مرکز,430.0,859.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,ایلام,غرب,644.0,1287.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,بوشهر,جنوب,1019.0,2037.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,خراسان جنوبی,شرق,1033.0,2065.9999999999995
18000 IN & OD,241103,103,1.9999999999999998,2.0,خراسان رضوی,شرق,894.0,1787.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,خراسان شمالی,شرق,700.0,1399.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,خوزستان,جنوب,774.0,1547.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,زنجان,غرب,353.0,705.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,سمنان,شرق,282.0,563.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,سیستان و بلوچستان,شرق,1647.5,3294.9999999999995
18000 IN & OD,241103,103,1.9999999999999998,2.0,فارس,جنوب,932.0,1863.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,قزوین,شمال,199.0,397.99999999999994
18000 IN & OD,241103,103,1.9999999999999998,2.0,قم,مرکز,128.0,255.99999999999997
18000 IN & OD,241103,103,1.9999999999999998,2.0,لرستان,مرکز,414.5,828.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,مازندران,شمال,231.0,461.99999999999994
18000 IN & OD,241103,103,1.9999999999999998,2.0,مرکزی,مرکز,249.0,497.99999999999994
18000 IN & OD,241103,103,1.9999999999999998,2.0,هرمزگان,جنوب,1261.0,2521.9999999999995
18000 IN & OD,241103,103,1.9999999999999998,2.0,همدان,مرکز,299.5,598.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,چهار محال بختیاری,جنوب,531.5,1062.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,کردستان,غرب,485.0,969.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,کرمان,شرق,968.0,1935.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,کرمانشاه,غرب,479.0,957.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1775.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,گلستان,شمال,521.0,1041.9999999999998
18000 IN & OD,241103,103,1.9999999999999998,2.0,گیلان,شمال,392.5,784.9999999999999
18000 IN & OD,241103,103,1.9999999999999998,2.0,یزد,شرق,623.0,1245.9999999999998
24000 IN & OD,241104,157,1.9713619713619712,2.0,آذربایجان شرقی,غرب,696.0,1372.067932067932
24000 IN & OD,241104,157,1.9713619713619712,2.0,آذربایجان غربی,غرب,803.5,1583.989343989344
24000 IN & OD,241104,157,1.9713619713619712,2.0,اردبیل,غرب,698.0,1376.010656010656
24000 IN & OD,241104,157,1.9713619713619712,2.0,اصفهان,مرکز,430.0,847.6856476856476
24000 IN & OD,241104,157,1.9713619713619712,2.0,ایلام,غرب,644.0,1269.5571095571095
24000 IN & OD,241104,157,1.9713619713619712,2.0,بوشهر,جنوب,1019.0,2008.8178488178487
24000 IN & OD,241104,157,1.9713619713619712,2.0,خراسان جنوبی,شرق,1033.0,2036.4169164169164
24000 IN & OD,241104,157,1.9713619713619712,2.0,خراسان رضوی,شرق,894.0,1762.3976023976022
24000 IN & OD,241104,157,1.9713619713619712,2.0,خراسان شمالی,شرق,700.0,1379.95337995338
24000 IN & OD,241104,157,1.9713619713619712,2.0,خوزستان,جنوب,774.0,1525.8341658341658
24000 IN & OD,241104,157,1.9713619713619712,2.0,زنجان,غرب,353.0,695.8907758907758
24000 IN & OD,241104,157,1.9713619713619712,2.0,سمنان,شرق,282.0,555.9240759240759
24000 IN & OD,241104,157,1.9713619713619712,2.0,سیستان و بلوچستان,شرق,1647.5,3247.8188478188476
24000 IN & OD,241104,157,1.9713619713619712,2.0,فارس,جنوب,932.0,1837.3093573093572
24000 IN & OD,241104,157,1.9713619713619712,2.0,قزوین,شمال,199.0,392.30103230103225
24000 IN & OD,241104,157,1.9713619713619712,2.0,قم,مرکز,128.0,252.33433233433232
24000 IN & OD,241104,157,1.9713619713619712,2.0,لرستان,مرکز,414.5,817.1295371295371
24000 IN & OD,241104,157,1.9713619713619712,2.0,مازندران,شمال,231.0,455.38461538461536
24000 IN & OD,241104,157,1.9713619713619712,2.0,مرکزی,مرکز,249.0,490.86913086913086
24000 IN & OD,241104,157,1.9713619713619712,2.0,هرمزگان,جنوب,1261.0,2485.8874458874457
24000 IN & OD,241104,157,1.9713619713619712,2.0,همدان,مرکز,299.5,590.4229104229104
24000 IN & OD,241104,157,1.9713619713619712,2.0,چهار محال بختیاری,جنوب,531.5,1047.7788877788878
24000 IN & OD,241104,157,1.9713619713619712,2.0,کردستان,غرب,485.0,956.110556110556
24000 IN & OD,241104,157,1.9713619713619712,2.0,کرمان,شرق,968.0,1908.278388278388
24000 IN & OD,241104,157,1.9713619713619712,2.0,کرمانشاه,غرب,479.0,944.2823842823842
24000 IN & OD,241104,157,1.9713619713619712,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1750.5694305694306
24000 IN & OD,241104,157,1.9713619713619712,2.0,گلستان,شمال,521.0,1027.079587079587
24000 IN & OD,241104,157,1.9713619713619712,2.0,گیلان,شمال,392.5,773.7595737595738
24000 IN & OD,241104,157,1.9713619713619712,2.0,یزد,شرق,623.0,1228.158508158508
27000 IN & OD,241105,10,0.0,2.0,آذربایجان شرقی,غرب,696.0,0.0
27000 IN & OD,241105,10,0.0,2.0,آذربایجان غربی,غرب,803.5,0.0
27000 IN & OD,241105,10,0.0,2.0,اردبیل,غرب,698.0,0.0
27000 IN & OD,241105,10,0.0,2.0,اصفهان,مرکز,430.0,0.0
27000 IN & OD,241105,10,0.0,2.0,ایلام,غرب,644.0,0.0
27000 IN & OD,241105,10,0.0,2.0,بوشهر,جنوب,1019.0,0.0
27000 IN & OD,241105,10,0.0,2.0,خراسان جنوبی,شرق,1033.0,0.0
27000 IN & OD,241105,10,0.0,2.0,خراسان رضوی,شرق,894.0,0.0
27000 IN & OD,241105,10,0.0,2.0,خراسان شمالی,شرق,700.0,0.0
27000 IN & OD,241105,10,0.0,2.0,خوزستان,جنوب,774.0,0.0
27000 IN & OD,241105,10,0.0,2.0,زنجان,غرب,353.0,0.0
27000 IN & OD,241105,10,0.0,2.0,سمنان,شرق,282.0,0.0
27000 IN & OD,241105,10,0.0,2.0,سیستان و بلوچستان,شرق,1647.5,0.0
27000 IN & OD,241105,10,0.0,2.0,فارس,جنوب,932.0,0.0
27000 IN & OD,241105,10,0.0,2.0,قزوین,شمال,199.0,0.0
27000 IN & OD,241105,10,0.0,2.0,قم,مرکز,128.0,0.0
27000 IN & OD,241105,10,0.0,2.0,لرستان,مرکز,414.5,0.0
27000 IN & OD,241105,10,0.0,2.0,مازندران,شمال,231.0,0.0
27000 IN & OD,241105,10,0.0,2.0,مرکزی,مرکز,249.0,0.0
27000 IN & OD,241105,10,0.0,2.0,هرمزگان,جنوب,1261.0,0.0
27000 IN & OD,241105,10,0.0,2.0,همدان,مرکز,299.5,0.0
27000 IN & OD,241105,10,0.0,2.0,چهار محال بختیاری,جنوب,531.5,0.0
27000 IN & OD,241105,10,0.0,2.0,کردستان,غرب,485.0,0.0
27000 IN & OD,241105,10,0.0,2.0,کرمان,شرق,968.0,0.0
27000 IN & OD,241105,10,0.0,2.0,کرمانشاه,غرب,479.0,0.0
27000 IN & OD,241105,10,0.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,0.0
27000 IN & OD,241105,10,0.0,2.0,گلستان,شمال,521.0,0.0
27000 IN & OD,241105,10,0.0,2.0,گیلان,شمال,392.5,0.0
27000 IN & OD,241105,10,0.0,2.0,یزد,شرق,623.0,0.0
30000 IN & OD,241106,102,2.0,2.0,آذربایجان شرقی,غرب,696.0,1392.0
30000 IN & OD,241106,102,2.0,2.0,آذربایجان غربی,غرب,803.5,1607.0
30000 IN & OD,241106,102,2.0,2.0,اردبیل,غرب,698.0,1396.0
30000 IN & OD,241106,102,2.0,2.0,اصفهان,مرکز,430.0,860.0
30000 IN & OD,241106,102,2.0,2.0,ایلام,غرب,644.0,1288.0
30000 IN & OD,241106,102,2.0,2.0,بوشهر,جنوب,1019.0,2038.0
30000 IN & OD,241106,102,2.0,2.0,خراسان جنوبی,شرق,1033.0,2066.0
30000 IN & OD,241106,102,2.0,2.0,خراسان رضوی,شرق,894.0,1788.0
30000 IN & OD,241106,102,2.0,2.0,خراسان شمالی,شرق,700.0,1400.0
30000 IN & OD,241106,102,2.0,2.0,خوزستان,جنوب,774.0,1548.0
30000 IN & OD,241106,102,2.0,2.0,زنجان,غرب,353.0,706.0
30000 IN & OD,241106,102,2.0,2.0,سمنان,شرق,282.0,564.0
30000 IN & OD,241106,102,2.0,2.0,سیستان و بلوچستان,شرق,1647.5,3295.0
30000 IN & OD,241106,102,2.0,2.0,فارس,جنوب,932.0,1864.0
30000 IN & OD,241106,102,2.0,2.0,قزوین,شمال,199.0,398.0
30000 IN & OD,241106,102,2.0,2.0,قم,مرکز,128.0,256.0
30000 IN & OD,241106,102,2.0,2.0,لرستان,مرکز,414.5,829.0
30000 IN & OD,241106,102,2.0,2.0,مازندران,شمال,231.0,462.0
30000 IN & OD,241106,102,2.0,2.0,مرکزی,مرکز,249.0,498.0
30000 IN & OD,241106,102,2.0,2.0,هرمزگان,جنوب,1261.0,2522.0
30000 IN & OD,241106,102,2.0,2.0,همدان,مرکز,299.5,599.0
30000 IN & OD,241106,102,2.0,2.0,چهار محال بختیاری,جنوب,531.5,1063.0
30000 IN & OD,241106,102,2.0,2.0,کردستان,غرب,485.0,970.0
30000 IN & OD,241106,102,2.0,2.0,کرمان,شرق,968.0,1936.0
30000 IN & OD,241106,102,2.0,2.0,کرمانشاه,غرب,479.0,958.0
30000 IN & OD,241106,102,2.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1776.0
30000 IN & OD,241106,102,2.0,2.0,گلستان,شمال,521.0,1042.0
30000 IN & OD,241106,102,2.0,2.0,گیلان,شمال,392.5,785.0
30000 IN & OD,241106,102,2.0,2.0,یزد,شرق,623.0,1246.0
36000 IN & OD,241107,63,1.6767097785616303,2.0,آذربایجان شرقی,غرب,696.0,1166.9900058788946
36000 IN & OD,241107,63,1.6767097785616303,2.0,آذربایجان غربی,غرب,803.5,1347.23630707427
36000 IN & OD,241107,63,1.6767097785616303,2.0,اردبیل,غرب,698.0,1170.343425436018
36000 IN & OD,241107,63,1.6767097785616303,2.0,اصفهان,مرکز,430.0,720.985204781501
36000 IN & OD,241107,63,1.6767097785616303,2.0,ایلام,غرب,644.0,1079.8010973936898
36000 IN & OD,241107,63,1.6767097785616303,2.0,بوشهر,جنوب,1019.0,1708.5672643543012
36000 IN & OD,241107,63,1.6767097785616303,2.0,خراسان جنوبی,شرق,1033.0,1732.041201254164
36000 IN & OD,241107,63,1.6767097785616303,2.0,خراسان رضوی,شرق,894.0,1498.9785420340975
36000 IN & OD,241107,63,1.6767097785616303,2.0,خراسان شمالی,شرق,700.0,1173.6968449931412
36000 IN & OD,241107,63,1.6767097785616303,2.0,خوزستان,جنوب,774.0,1297.7733686067018
