shipping_group,shipping_group_code,n_products,median_loaded_weight,max_loaded_weight,dest_province,region,km_median,total_cost
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,قزوین,شمال,199.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,قم,مرکز,128.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,لرستان,مرکز,414.5,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,مازندران,شمال,231.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,مرکزی,مرکز,249.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,هرمزگان,جنوب,1261.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,همدان,مرکز,299.5,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,چهار محال بختیاری,جنوب,531.5,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,کردستان,غرب,485.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,کرمان,شرق,968.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,کرمانشاه,غرب,479.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,گلستان,شمال,521.0,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,گیلان,شمال,392.5,0.0
All In one-laptop Mini-PC-Android box,241209,38,0.0,2.0,یزد,شرق,623.0,0.0
COIL,241115,33,1.9999999999999998,2.0,آذربایجان شرقی,غرب,696.0,1391.9999999999998
COIL,241115,33,1.9999999999999998,2.0,آذربایجان غربی,غرب,803.5,1606.9999999999998
COIL,241115,33,1.9999999999999998,2.0,اردبیل,غرب,698.0,1395.9999999999998
COIL,241115,33,1.9999999999999998,2.0,اصفهان,مرکز,430.0,859.9999999999999
COIL,241115,33,1.9999999999999998,2.0,ایلام,غرب,644.0,1287.9999999999998
COIL,241115,33,1.9999999999999998,2.0,بوشهر,جنوب,1019.0,2037.9999999999998
COIL,241115,33,1.9999999999999998,2.0,خراسان جنوبی,شرق,1033.0,2065.9999999999995
COIL,241115,33,1.9999999999999998,2.0,خراسان رضوی,شرق,894.0,1787.9999999999998
COIL,241115,33,1.9999999999999998,2.0,خراسان شمالی,شرق,700.0,1399.9999999999998
COIL,241115,33,1.9999999999999998,2.0,خوزستان,جنوب,774.0,1547.9999999999998
COIL,241115,33,1.9999999999999998,2.0,زنجان,غرب,353.0,705.9999999999999
COIL,241115,33,1.9999999999999998,2.0,سمنان,شرق,282.0,563.9999999999999
COIL,241115,33,1.9999999999999998,2.0,سیستان و بلوچستان,شرق,1647.5,3294.9999999999995
COIL,241115,33,1.9999999999999998,2.0,فارس,جنوب,932.0,1863.9999999999998
COIL,241115,33,1.9999999999999998,2.0,قزوین,شمال,199.0,397.99999999999994
COIL,241115,33,1.9999999999999998,2.0,قم,مرکز,128.0,255.99999999999997
COIL,241115,33,1.9999999999999998,2.0,لرستان,مرکز,414.5,828.9999999999999
COIL,241115,33,1.9999999999999998,2.0,مازندران,شمال,231.0,461.99999999999994
COIL,241115,33,1.9999999999999998,2.0,مرکزی,مرکز,249.0,497.99999999999994
COIL,241115,33,1.9999999999999998,2.0,هرمزگان,جنوب,1261.0,2521.9999999999995
COIL,241115,33,1.9999999999999998,2.0,همدان,مرکز,299.5,598.9999999999999
COIL,241115,33,1.9999999999999998,2.0,چهار محال بختیاری,جنوب,531.5,1062.9999999999998
COIL,241115,33,1.9999999999999998,2.0,کردستان,غرب,485.0,969.9999999999999
COIL,241115,33,1.9999999999999998,2.0,کرمان,شرق,968.0,1935.9999999999998
COIL,241115,33,1.9999999999999998,2.0,کرمانشاه,غرب,479.0,957.9999999999999
COIL,241115,33,1.9999999999999998,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1775.9999999999998
COIL,241115,33,1.9999999999999998,2.0,گلستان,شمال,521.0,1041.9999999999998
COIL,241115,33,1.9999999999999998,2.0,گیلان,شمال,392.5,784.9999999999999
COIL,241115,33,1.9999999999999998,2.0,یزد,شرق,623.0,1245.9999999999998
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,آذربایجان شرقی,غرب,696.0,795.8153301806553
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,آذربایجان غربی,غرب,803.5,918.7322094829835
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,اردبیل,غرب,698.0,798.1021558420939
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,اصفهان,مرکز,430.0,491.6675172093129
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,ایلام,غرب,644.0,736.35786298325
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,بوشهر,جنوب,1019.0,1165.1376745029995
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,خراسان جنوبی,شرق,1033.0,1181.1454541330702
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,خراسان رضوی,شرق,894.0,1022.2110706630831
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,خراسان شمالی,شرق,700.0,800.3889815035326
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,خوزستان,جنوب,774.0,885.0015309767632
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,زنجان,غرب,353.0,403.6247292439243
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,سمنان,شرق,282.0,322.44241826285173
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,سیستان و بلوچستان,شرق,1647.5,1883.7726386100999
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,فارس,جنوب,932.0,1065.6607582304177
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,قزوین,شمال,199.0,227.53915331314712
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,قم,مرکز,128.0,146.35684233207454
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,لرستان,مرکز,414.5,473.94461833316325
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,مازندران,شمال,231.0,264.12836389616575
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,مرکزی,مرکز,249.0,284.70979484911373
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,هرمزگان,جنوب,1261.0,1441.843579537078
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,همدان,مرکز,299.5,342.45214280044
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,چهار محال بختیاری,جنوب,531.5,607.7239195273252
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,کردستان,غرب,485.0,554.5552228988762
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,کرمان,شرق,968.0,1106.8236201363136
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,کرمانشاه,غرب,479.0,547.6947459145601
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1015.350593678767
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,گلستان,شمال,521.0,595.7180848047722
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,گیلان,شمال,392.5,448.78953605733795
Copper Pipe/Remote control/accessory,241135,90,1.1434128307193323,2.0,یزد,شرق,623.0,712.346193538144
DW,241012,303,1.913871098195224,2.0,آذربایجان شرقی,غرب,696.0,1332.054284343876
DW,241012,303,1.913871098195224,2.0,آذربایجان غربی,غرب,803.5,1537.7954273998625
DW,241012,303,1.913871098195224,2.0,اردبیل,غرب,698.0,1335.8820265402665
DW,241012,303,1.913871098195224,2.0,اصفهان,مرکز,430.0,822.9645722239463
DW,241012,303,1.913871098195224,2.0,ایلام,غرب,644.0,1232.5329872377242
DW,241012,303,1.913871098195224,2.0,بوشهر,جنوب,1019.0,1950.2346490609334
DW,241012,303,1.913871098195224,2.0,خراسان جنوبی,شرق,1033.0,1977.0288444356665
DW,241012,303,1.913871098195224,2.0,خراسان رضوی,شرق,894.0,1711.0007617865303
DW,241012,303,1.913871098195224,2.0,خراسان شمالی,شرق,700.0,1339.7097687366568
DW,241012,303,1.913871098195224,2.0,خوزستان,جنوب,774.0,1481.3362300031033
DW,241012,303,1.913871098195224,2.0,زنجان,غرب,353.0,675.5964976629141
DW,241012,303,1.913871098195224,2.0,سمنان,شرق,282.0,539.7116496910531
DW,241012,303,1.913871098195224,2.0,سیستان و بلوچستان,شرق,1647.5,3153.1026342766318
DW,241012,303,1.913871098195224,2.0,فارس,جنوب,932.0,1783.727863517949
DW,241012,303,1.913871098195224,2.0,قزوین,شمال,199.0,380.8603485408496
DW,241012,303,1.913871098195224,2.0,قم,مرکز,128.0,244.97550056898868
DW,241012,303,1.913871098195224,2.0,لرستان,مرکز,414.5,793.2995702019203
DW,241012,303,1.913871098195224,2.0,مازندران,شمال,231.0,442.10422368309673
DW,241012,303,1.913871098195224,2.0,مرکزی,مرکز,249.0,476.5539034506108
DW,241012,303,1.913871098195224,2.0,هرمزگان,جنوب,1261.0,2413.3914548241773
DW,241012,303,1.913871098195224,2.0,همدان,مرکز,299.5,573.2043939094696
DW,241012,303,1.913871098195224,2.0,چهار محال بختیاری,جنوب,531.5,1017.2224886907616
DW,241012,303,1.913871098195224,2.0,کردستان,غرب,485.0,928.2274826246837
DW,241012,303,1.913871098195224,2.0,کرمان,شرق,968.0,1852.627223052977
DW,241012,303,1.913871098195224,2.0,کرمانشاه,غرب,479.0,916.7442560355123
DW,241012,303,1.913871098195224,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1699.517535197359
DW,241012,303,1.913871098195224,2.0,گلستان,شمال,521.0,997.1268421597117
DW,241012,303,1.913871098195224,2.0,گیلان,شمال,392.5,751.1944060416255
DW,241012,303,1.913871098195224,2.0,یزد,شرق,623.0,1192.3416941756245
DW,241412,11,1.7242473039574486,2.0,آذربایجان شرقی,غرب,696.0,1200.0761235543841
DW,241412,11,1.7242473039574486,2.0,آذربایجان غربی,غرب,803.5,1385.43270872981
DW,241412,11,1.7242473039574486,2.0,اردبیل,غرب,698.0,1203.5246181622992
DW,241412,11,1.7242473039574486,2.0,اصفهان,مرکز,430.0,741.4263407017029
DW,241412,11,1.7242473039574486,2.0,ایلام,غرب,644.0,1110.415263748597
DW,241412,11,1.7242473039574486,2.0,بوشهر,جنوب,1019.0,1757.00800273264
DW,241412,11,1.7242473039574486,2.0,خراسان جنوبی,شرق,1033.0,1781.1474649880445
DW,241412,11,1.7242473039574486,2.0,خراسان رضوی,شرق,894.0,1541.477089737959
DW,241412,11,1.7242473039574486,2.0,خراسان شمالی,شرق,700.0,1206.9731127702141
DW,241412,11,1.7242473039574486,2.0,خوزستان,جنوب,774.0,1334.5674132630652
DW,241412,11,1.7242473039574486,2.0,زنجان,غرب,353.0,608.6592982969794
DW,241412,11,1.7242473039574486,2.0,سمنان,شرق,282.0,486.23773971600053
DW,241412,11,1.7242473039574486,2.0,سیستان و بلوچستان,شرق,1647.5,2840.6974332698965
DW,241412,11,1.7242473039574486,2.0,فارس,جنوب,932.0,1606.9984872883422
DW,241412,11,1.7242473039574486,2.0,قزوین,شمال,199.0,343.1252134875323
DW,241412,11,1.7242473039574486,2.0,قم,مرکز,128.0,220.70365490655342
DW,241412,11,1.7242473039574486,2.0,لرستان,مرکز,414.5,714.7005074903625
DW,241412,11,1.7242473039574486,2.0,مازندران,شمال,231.0,398.3011272141706
DW,241412,11,1.7242473039574486,2.0,مرکزی,مرکز,249.0,429.3375786854047
DW,241412,11,1.7242473039574486,2.0,هرمزگان,جنوب,1261.0,2174.2758502903425
DW,241412,11,1.7242473039574486,2.0,همدان,مرکز,299.5,516.4120675352559
DW,241412,11,1.7242473039574486,2.0,چهار محال بختیاری,جنوب,531.5,916.437442053384
DW,241412,11,1.7242473039574486,2.0,کردستان,غرب,485.0,836.2599424193626
DW,241412,11,1.7242473039574486,2.0,کرمان,شرق,968.0,1669.0713902308103
DW,241412,11,1.7242473039574486,2.0,کرمانشاه,غرب,479.0,825.9144585956179
DW,241412,11,1.7242473039574486,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1531.1316059142143
DW,241412,11,1.7242473039574486,2.0,گلستان,شمال,521.0,898.3328453618308
DW,241412,11,1.7242473039574486,2.0,گیلان,شمال,392.5,676.7670668032986
DW,241412,11,1.7242473039574486,2.0,یزد,شرق,623.0,1074.2060703654904
FRAME,241114,60,1.2630420285207093,2.0,آذربایجان شرقی,غرب,696.0,879.0772518504137
FRAME,241114,60,1.2630420285207093,2.0,آذربایجان غربی,غرب,803.5,1014.85426991639
FRAME,241114,60,1.2630420285207093,2.0,اردبیل,غرب,698.0,881.6033359074552
FRAME,241114,60,1.2630420285207093,2.0,اصفهان,مرکز,430.0,543.108072263905
FRAME,241114,60,1.2630420285207093,2.0,ایلام,غرب,644.0,813.3990663673368
FRAME,241114,60,1.2630420285207093,2.0,بوشهر,جنوب,1019.0,1287.0398270626029
FRAME,241114,60,1.2630420285207093,2.0,خراسان جنوبی,شرق,1033.0,1304.7224154618928
FRAME,241114,60,1.2630420285207093,2.0,خراسان رضوی,شرق,894.0,1129.1595734975142
FRAME,241114,60,1.2630420285207093,2.0,خراسان شمالی,شرق,700.0,884.1294199644965
FRAME,241114,60,1.2630420285207093,2.0,خوزستان,جنوب,774.0,977.5945300750291
FRAME,241114,60,1.2630420285207093,2.0,زنجان,غرب,353.0,445.8538360678104
FRAME,241114,60,1.2630420285207093,2.0,سمنان,شرق,282.0,356.17785204284
FRAME,241114,60,1.2630420285207093,2.0,سیستان و بلوچستان,شرق,1647.5,2080.8617419878688
FRAME,241114,60,1.2630420285207093,2.0,فارس,جنوب,932.0,1177.155170581301
FRAME,241114,60,1.2630420285207093,2.0,قزوین,شمال,199.0,251.34536367562117
FRAME,241114,60,1.2630420285207093,2.0,قم,مرکز,128.0,161.6693796506508
FRAME,241114,60,1.2630420285207093,2.0,لرستان,مرکز,414.5,523.530920821834
FRAME,241114,60,1.2630420285207093,2.0,مازندران,شمال,231.0,291.7627085882839
FRAME,241114,60,1.2630420285207093,2.0,مرکزی,مرکز,249.0,314.49746510165664
FRAME,241114,60,1.2630420285207093,2.0,هرمزگان,جنوب,1261.0,1592.6959979646144
FRAME,241114,60,1.2630420285207093,2.0,همدان,مرکز,299.5,378.28108754195245
FRAME,241114,60,1.2630420285207093,2.0,چهار محال بختیاری,جنوب,531.5,671.306838158757
FRAME,241114,60,1.2630420285207093,2.0,کردستان,غرب,485.0,612.575383832544
FRAME,241114,60,1.2630420285207093,2.0,کرمان,شرق,968.0,1222.6246836080466
FRAME,241114,60,1.2630420285207093,2.0,کرمانشاه,غرب,479.0,604.9971316614198
FRAME,241114,60,1.2630420285207093,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1121.5813213263898
FRAME,241114,60,1.2630420285207093,2.0,گلستان,شمال,521.0,658.0448968592896
FRAME,241114,60,1.2630420285207093,2.0,گیلان,شمال,392.5,495.74399619437844
FRAME,241114,60,1.2630420285207093,2.0,یزد,شرق,623.0,786.8751837684019
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,آذربایجان شرقی,غرب,696.0,447.08333333333337
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,آذربایجان غربی,غرب,803.5,516.1371527777778
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,اردبیل,غرب,698.0,448.3680555555556
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,اصفهان,مرکز,430.0,276.21527777777777
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,ایلام,غرب,644.0,413.6805555555556
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,بوشهر,جنوب,1019.0,654.5659722222223
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,خراسان جنوبی,شرق,1033.0,663.5590277777778
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,خراسان رضوی,شرق,894.0,574.2708333333334
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,خراسان شمالی,شرق,700.0,449.6527777777778
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,خوزستان,جنوب,774.0,497.18750000000006
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,زنجان,غرب,353.0,226.75347222222223
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,سمنان,شرق,282.0,181.14583333333334
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,سیستان و بلوچستان,شرق,1647.5,1058.2899305555557
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,فارس,جنوب,932.0,598.6805555555557
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,قزوین,شمال,199.0,127.82986111111111
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,قم,مرکز,128.0,82.22222222222223
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,لرستان,مرکز,414.5,266.2586805555556
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,مازندران,شمال,231.0,148.38541666666669
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,مرکزی,مرکز,249.0,159.94791666666669
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,هرمزگان,جنوب,1261.0,810.0173611111112
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,همدان,مرکز,299.5,192.3871527777778
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,چهار محال بختیاری,جنوب,531.5,341.4149305555556
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,کردستان,غرب,485.0,311.5451388888889
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,کرمان,شرق,968.0,621.8055555555557
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,کرمانشاه,غرب,479.0,307.69097222222223
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,کهگیلویه و بویراحمد,جنوب,888.0,570.4166666666667
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,گلستان,شمال,521.0,334.6701388888889
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,گیلان,شمال,392.5,252.12673611111114
GL-SP25,241131,3,0.6423611111111112,0.6423611111111112,یزد,شرق,623.0,400.19097222222223
GL-SP35/65,241132,4,1.3211805555555556,2.0,آذربایجان شرقی,غرب,696.0,919.5416666666666
GL-SP35/65,241132,4,1.3211805555555556,2.0,آذربایجان غربی,غرب,803.5,1061.568576388889
GL-SP35/65,241132,4,1.3211805555555556,2.0,اردبیل,غرب,698.0,922.1840277777778
GL-SP35/65,241132,4,1.3211805555555556,2.0,اصفهان,مرکز,430.0,568.1076388888889
GL-SP35/65,241132,4,1.3211805555555556,2.0,ایلام,غرب,644.0,850.8402777777778
GL-SP35/65,241132,4,1.3211805555555556,2.0,بوشهر,جنوب,1019.0,1346.282986111111
GL-SP35/65,241132,4,1.3211805555555556,2.0,خراسان جنوبی,شرق,1033.0,1364.779513888889
GL-SP35/65,241132,4,1.3211805555555556,2.0,خراسان رضوی,شرق,894.0,1181.1354166666667
GL-SP35/65,241132,4,1.3211805555555556,2.0,خراسان شمالی,شرق,700.0,924.8263888888889
GL-SP35/65,241132,4,1.3211805555555556,2.0,خوزستان,جنوب,774.0,1022.59375
GL-SP35/65,241132,4,1.3211805555555556,2.0,زنجان,غرب,353.0,466.37673611111114
GL-SP35/65,241132,4,1.3211805555555556,2.0,سمنان,شرق,282.0,372.5729166666667
GL-SP35/65,241132,4,1.3211805555555556,2.0,سیستان و بلوچستان,شرق,1647.5,2176.644965277778
GL-SP35/65,241132,4,1.3211805555555556,2.0,فارس,جنوب,932.0,1231.3402777777778
GL-SP35/65,241132,4,1.3211805555555556,2.0,قزوین,شمال,199.0,262.91493055555554
GL-SP35/65,241132,4,1.3211805555555556,2.0,قم,مرکز,128.0,169.11111111111111
GL-SP35/65,241132,4,1.3211805555555556,2.0,لرستان,مرکز,414.5,547.6293402777778
GL-SP35/65,241132,4,1.3211805555555556,2.0,مازندران,شمال,231.0,305.1927083333333
GL-SP35/65,241132,4,1.3211805555555556,2.0,مرکزی,مرکز,249.0,328.9739583333333
GL-SP35/65,241132,4,1.3211805555555556,2.0,هرمزگان,جنوب,1261.0,1666.0086805555557
GL-SP35/65,241132,4,1.3211805555555556,2.0,همدان,مرکز,299.5,395.6935763888889
GL-SP35/65,241132,4,1.3211805555555556,2.0,چهار محال بختیاری,جنوب,531.5,702.2074652777778
GL-SP35/65,241132,4,1.3211805555555556,2.0,کردستان,غرب,485.0,640.7725694444445
GL-SP35/65,241132,4,1.3211805555555556,2.0,کرمان,شرق,968.0,1278.9027777777778
GL-SP35/65,241132,4,1.3211805555555556,2.0,کرمانشاه,غرب,479.0,632.8454861111111
GL-SP35/65,241132,4,1.3211805555555556,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1173.2083333333333
GL-SP35/65,241132,4,1.3211805555555556,2.0,گلستان,شمال,521.0,688.3350694444445
GL-SP35/65,241132,4,1.3211805555555556,2.0,گیلان,شمال,392.5,518.5633680555555
GL-SP35/65,241132,4,1.3211805555555556,2.0,یزد,شرق,623.0,823.0954861111111
GL-V…,241129,4,1.93425,2.0,آذربایجان شرقی,غرب,696.0,1346.238
GL-V…,241129,4,1.93425,2.0,آذربایجان غربی,غرب,803.5,1554.169875
GL-V…,241129,4,1.93425,2.0,اردبیل,غرب,698.0,1350.1065
GL-V…,241129,4,1.93425,2.0,اصفهان,مرکز,430.0,831.7275
GL-V…,241129,4,1.93425,2.0,ایلام,غرب,644.0,1245.657
GL-V…,241129,4,1.93425,2.0,بوشهر,جنوب,1019.0,1971.00075
GL-V…,241129,4,1.93425,2.0,خراسان جنوبی,شرق,1033.0,1998.08025
GL-V…,241129,4,1.93425,2.0,خراسان رضوی,شرق,894.0,1729.2195
GL-V…,241129,4,1.93425,2.0,خراسان شمالی,شرق,700.0,1353.975
GL-V…,241129,4,1.93425,2.0,خوزستان,جنوب,774.0,1497.1095
GL-V…,241129,4,1.93425,2.0,زنجان,غرب,353.0,682.79025
GL-V…,241129,4,1.93425,2.0,سمنان,شرق,282.0,545.4585
GL-V…,241129,4,1.93425,2.0,سیستان و بلوچستان,شرق,1647.5,3186.676875
GL-V…,241129,4,1.93425,2.0,فارس,جنوب,932.0,1802.721
GL-V…,241129,4,1.93425,2.0,قزوین,شمال,199.0,384.91575
GL-V…,241129,4,1.93425,2.0,قم,مرکز,128.0,247.584
GL-V…,241129,4,1.93425,2.0,لرستان,مرکز,414.5,801.746625
GL-V…,241129,4,1.93425,2.0,مازندران,شمال,231.0,446.81175
GL-V…,241129,4,1.93425,2.0,مرکزی,مرکز,249.0,481.62825
GL-V…,241129,4,1.93425,2.0,هرمزگان,جنوب,1261.0,2439.08925
GL-V…,241129,4,1.93425,2.0,همدان,مرکز,299.5,579.307875
GL-V…,241129,4,1.93425,2.0,چهار محال بختیاری,جنوب,531.5,1028.053875
GL-V…,241129,4,1.93425,2.0,کردستان,غرب,485.0,938.11125
GL-V…,241129,4,1.93425,2.0,کرمان,شرق,968.0,1872.354
GL-V…,241129,4,1.93425,2.0,کرمانشاه,غرب,479.0,926.50575
GL-V…,241129,4,1.93425,2.0,کهگیلویه و بویراحمد,جنوب,888.0,1717.614
GL-V…,241129,4,1.93425,2.0,گلستان,شمال,521.0,1007.74425
GL-V…,241129,4,1.93425,2.0,گیلان,شمال,392.5,759.193125
GL-V…,241129,4,1.93425,2.0,یزد,شرق,623.0,1205.03775
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان شرقی,غرب,696.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان غربی,غرب,803.5,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,غرب,698.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,مرکز,430.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,ایلام,غرب,644.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,بوشهر,جنوب,1019.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان جنوبی,شرق,1033.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان رضوی,شرق,894.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان شمالی,شرق,700.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,جنوب,774.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,زنجان,غرب,353.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,سمنان,شرق,282.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,سیستان و بلوچستان,شرق,1647.5,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,فارس,جنوب,932.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,قزوین,شمال,199.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,قم,مرکز,128.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,لرستان,مرکز,414.5,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,شمال,231.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مرکزی,مرکز,249.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,هرمزگان,جنوب,1261.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,همدان,مرکز,299.5,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,چهار محال بختیاری,جنوب,531.5,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کردستان,غرب,485.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کرمان,شرق,968.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کرمانشاه,غرب,479.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کهگیلویه و بویراحمد,جنوب,888.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,گلستان,شمال,521.0,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,گیلان,شمال,392.5,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,یزد,شرق,623.0,0.0
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,غرب,696.0,1168.8453159041394
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,غرب,803.5,1349.3781771968045
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,غرب,698.0,1172.2040668119098
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,مرکز,430.0,722.1314451706608
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,ایلام,غرب,644.0,1081.517792302106
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,بوشهر,جنوب,1019.0,1711.2835875090775
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,شرق,1033.0,1734.7948438634712
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,شرق,894.0,1501.3616557734204
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان شمالی,شرق,700.0,1175.5628177196804
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,جنوب,774.0,1299.8366013071895
