shipping_group,shipping_group_code,product_code,product_name,product_group,volume_m3,weight_ton,quantity_by_volume,quantity_by_weight,final_qty,loaded_weight_ton,limiting_factor
DW,241012,M93310144116,GDW-M4573NS M,DW,0.434562,0.045,42.571600830261275,44.44444444444444,42.571600830261275,1.9157220373617574,volume
DW,241012,M93310144117,GDW-M4883NS M,DW,0.408408,0.045,45.29783941548647,44.44444444444444,44.44444444444444,1.9999999999999998,weight
DW,241012,M93310144118,GDW-M1463NS M,DW,0.408408,0.044,45.29783941548647,45.45454545454546,45.29783941548647,1.9931049342814047,volume
DW,241012,M93310146112,GDW-L463S M,DW,0.408408,0.044,45.29783941548647,45.45454545454546,45.29783941548647,1.9931049342814047,volume
DW,241012,M93310146119,GDW-K462S M,DW,0.408408,0.045,45.29783941548647,44.44444444444444,44.44444444444444,1.9999999999999998,weight
DW,241012,M93310146120,GDW-J441S M,DW,0.408408,0.045,45.29783941548647,44.44444444444444,44.44444444444444,1.9999999999999998,weight
DW,241012,M93310146122,GDW-M4563S M,DW,0.434562,0.048,42.571600830261275,41.666666666666664,41.666666666666664,2.0,weight
DW,241012,M93310146123,GDW-M4573S M,DW,0.434562,0.0535,42.571600830261275,37.38317757009346,37.38317757009346,2.0,weight
DW,241012,M93310146124,GDW-M4883S M,DW,0.408408,0.046,45.29783941548647,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310146125,GDW-M1463S M,DW,0.439185,0.044,42.123478716258525,45.45454545454546,42.123478716258525,1.853433063515375,volume
DW,241012,M93310146132,GDW-N1473S M,DW,0.441,0.044,41.950113378684804,45.45454545454546,41.950113378684804,1.8458049886621313,volume
DW,241012,M93310146133,GDW-N1473NS M,DW,0.441,0.044,41.950113378684804,45.45454545454546,41.950113378684804,1.8458049886621313,volume
DW,241012,M93310146138,GDW-F453S M,متفرقه,0.42228,0.046,43.80979444918064,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310146139,GDW-F443S M,DW,0.42228,0.046,43.80979444918064,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310151112,GDW-J552W M,DW,0.408408,0.045,45.29783941548647,44.44444444444444,44.44444444444444,1.9999999999999998,weight
DW,241012,M93310151121,GDW-N4663W M,DW,0.439185,0.046,42.123478716258525,43.47826086956522,42.123478716258525,1.9376800209478922,volume
DW,241012,M93310151122,GDW-N4673W M,DW,0.439185,0.045,42.123478716258525,44.44444444444444,42.123478716258525,1.8955565422316336,volume
DW,241012,M93310151123,GDW-N4983W M,DW,0.420784,0.045,43.96555002091334,44.44444444444444,43.96555002091334,1.9784497509411003,volume
DW,241012,M93310151131,GDW-P5673W M,DW,0.39798,0.047,46.48474797728529,42.5531914893617,42.5531914893617,2.0,weight
DW,241012,M93310151132,GDW-P5683W M,DW,0.441,0.045,41.950113378684804,44.44444444444444,41.950113378684804,1.887755102040816,volume
DW,241012,M93310151133,GDW-P5993W M,DW,0.41004,0.047,45.11754950736513,42.5531914893617,42.5531914893617,2.0,weight
DW,241012,M93310151138,GDW-M463W M,DW,0.31423,0.0,58.87407313114598,inf,58.87407313114598,0.0,volume
DW,241012,M93310153111,GDW-P5993B M,DW,0.42228,0.046,43.80979444918064,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310154112,GDW-J552X M,DW,0.42849,0.046,43.17486989194614,43.47826086956522,43.17486989194614,1.9860440150295222,volume
DW,241012,M93310154113,GDW-N4663NS M,DW,0.439185,0.046,42.123478716258525,43.47826086956522,42.123478716258525,1.9376800209478922,volume
DW,241012,M93310154114,GDW-N4673NS M,DW,0.439185,0.0535,42.123478716258525,37.38317757009346,37.38317757009346,2.0,weight
DW,241012,M93310154115,GDW-N4983NS M,DW,0.39204,0.045,47.18906234057749,44.44444444444444,44.44444444444444,1.9999999999999998,weight
DW,241012,M93310154119,GDW-P5673NS M,DW,0.41004,0.048,45.11754950736513,41.666666666666664,41.666666666666664,2.0,weight
DW,241012,M93310154120,GDW-P5993NS M,DW,0.42228,0.046,43.80979444918064,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310154121,GDW-P5683NS M,لوازم خانگی,0.40986,0.048,45.137363977943686,41.666666666666664,41.666666666666664,2.0,weight
DW,241012,M93310154128,GDW-F443NS M,DW,0.42228,0.046,43.80979444918064,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310154129,GDW-F453NS M,DW,0.42228,0.046,43.80979444918064,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310156112,GDW-J552S M,DW,0.408408,0.045,45.29783941548647,44.44444444444444,44.44444444444444,1.9999999999999998,weight
DW,241012,M93310156113,GDW-N4663S M,DW,0.439185,0.046,42.123478716258525,43.47826086956522,42.123478716258525,1.9376800209478922,volume
DW,241012,M93310156114,GDW-N4673S M,DW,0.439185,0.0535,42.123478716258525,37.38317757009346,37.38317757009346,2.0,weight
DW,241012,M93310156115,GDW-N4983S M,DW,0.420784,0.046,43.96555002091334,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310156120,GDW-P5673S M,DW,0.42849,0.048,43.17486989194614,41.666666666666664,41.666666666666664,2.0,weight
DW,241012,M93310156121,GDW-P5683S M,DW,0.41004,0.0535,45.11754950736513,37.38317757009346,37.38317757009346,2.0,weight
DW,241012,M93310156122,GDW-P5993S M,DW,0.39204,0.046,47.18906234057749,43.47826086956522,43.47826086956522,2.0,weight
DW,241012,M93310156129,GDW-M483S M,DW,0.42849,0.0,43.17486989194614,inf,43.17486989194614,0.0,volume
DW,241012,1000100003,DW,لوازم خانگی و صوتی و تصویری,0.42069,0.05,43.97537379067722,40.0,40.0,2.0,weight
DW,241412,140100019,GDW-K462W,لوازم  خانگی,0.412896,0.0,44.80547159575293,inf,44.80547159575293,0.0,volume
DW,241412,140100092,GDW-L463W,لوازم  خانگی,0.41607,0.044,44.463671978272885,45.45454545454546,44.463671978272885,1.956401567044007,volume
DW,241412,140100094,GDW-L352S,لوازم  خانگی,0.40986,0.0382,45.137363977943686,52.35602094240838,45.137363977943686,1.7242473039574486,volume
DW,241412,140100095,GDW-L352W,لوازم  خانگی,0.40986,0.0382,45.137363977943686,52.35602094240838,45.137363977943686,1.7242473039574486,volume
DW,241412,140100096,GDW-K351W-IND,لوازم  خانگی,0.40392,0.0,45.80114874232521,inf,45.80114874232521,0.0,volume
DW,241412,140100099,GDW-K351S-IND,لوازم  خانگی,0.40392,0.0,45.80114874232521,inf,45.80114874232521,0.0,volume
DW,241412,140100406,GDW-K462NS,لوازم  خانگی,0.399432,0.0,46.315768391115384,inf,46.315768391115384,0.0,volume
DW,241412,140100407,GDW-M4563W,لوازم  خانگی,0.41004,0.048,45.11754950736513,41.666666666666664,41.666666666666664,2.0,weight
DW,241412,140111458,GDW-K462S,لوازم  خانگی,0.401375,0.0,46.09156026160075,inf,46.09156026160075,0.0,volume
DW,241412,140111459,GDW-L463S,لوازم  خانگی,0.41607,0.044,44.463671978272885,45.45454545454546,44.463671978272885,1.956401567044007,volume
DW,241412,140111460,GDW-L463NS,لوازم  خانگی,0.41607,0.044,44.463671978272885,45.45454545454546,44.463671978272885,1.956401567044007,volume
FRAME,241114,11020701001,(TC-37211A10069L)FR-PT HCC,IN/OD,1.0,1.0000000000000001e-07,18.5,20000000.0,18.5,1.85e-06,volume
FRAME,241114,1110226,PRCKD41E,IN/OD,0.167076,1.0000000000000001e-07,110.72805190452249,20000000.0,110.72805190452249,1.107280519045225e-05,volume
FRAME,241114,1110227,PREMTB100,ACC,3e-06,1.0000000000000001e-07,6166666.666666666,20000000.0,6166666.666666666,0.6166666666666667,volume
FRAME,241114,1110602,(PT-UMC1)BAGF76708403,Frame.,0.121176,1.0000000000000001e-07,152.6704958077507,20000000.0,152.6704958077507,1.526704958077507e-05,volume
FRAME,241114,301010100044,UB60,IN/OD,0.43118,0.0,42.90551509810288,inf,42.90551509810288,0.0,volume
FRAME,241114,301010200747,PT-UUD,Frame.,0.119016,0.0,155.44128520535054,inf,155.44128520535054,0.0,volume
FRAME,241114,301010201844,PT-QAGW0,Frame.,0.06664,0.007,277.61104441776706,285.7142857142857,277.61104441776706,1.9432773109243695,volume
FRAME,241114,301010201845,PT-UAHG0,Frame.,0.092742,0.008,199.47812210217592,250.0,199.47812210217592,1.5958249768174073,volume
FRAME,241114,301010201846,PT-TAHG0,Frame.,0.11687,0.008,158.2955420552751,250.0,158.2955420552751,1.2663643364422008,volume
FRAME,241114,301010800024,MBQ102D,IN/OD,0.06396,0.008,289.2432770481551,250.0,250.0,2.0,weight
FRAME,241114,301010800025,TMBQ402C,ACC,0.225,0.0004,82.22222222222221,5000.0,82.22222222222221,0.032888888888888884,volume
FRAME,241114,301010800026,TMBQ02H2,ACC,0.225,0.0004,82.22222222222221,5000.0,82.22222222222221,0.032888888888888884,volume
FRAME,241114,301011100002,PZRCUSB0,ACC,0.003173,0.0004,5830.444374409077,5000.0,5000.0,2.0,weight
FRAME,241114,301011100016,PRIP0,ACC,0.00295,0.0004,6271.186440677966,5000.0,5000.0,2.0,weight
FRAME,241114,301011100022,PREMTBB01,ACC,0.002658,0.0004,6960.120391271632,5000.0,5000.0,2.0,weight
FRAME,241114,301011100031,PT-UQC,Frame.,0.063525,0.0,291.22392758756394,inf,291.22392758756394,0.0,volume
FRAME,241114,301011100033,(TD-3911A10034B)PT HDC1,Frame.,0.045584,0.0083,405.84415584415586,240.96385542168673,240.96385542168673,1.9999999999999998,weight
FRAME,241114,301011100034,(FR3911A20126P)PT HEC1,Frame.,0.045584,0.0041,405.84415584415586,487.80487804878044,405.84415584415586,1.663961038961039,volume
FRAME,241114,301011100036,PTUUC(AFG36973706),Frame.,0.084252,0.007,219.57935716659546,285.7142857142857,219.57935716659546,1.5370555001661683,volume
FRAME,241114,301011100037,PT-HJC,IN/OD,0.045276,0.007,408.60500044173517,285.7142857142857,285.7142857142857,2.0,weight
FRAME,241114,301011100038,PT-UTC,Frame.,0.13838,0.0,133.6898395721925,inf,133.6898395721925,0.0,volume
FRAME,241114,301011100039,PT-HLC,Frame.,1.0,0.007,18.5,285.7142857142857,18.5,0.1295,volume
FRAME,241114,301011100040,PTPH-CLA0,IN/OD,0.0924,0.0,200.21645021645023,inf,200.21645021645023,0.0,volume
FRAME,241114,301011100042,PT-UUC1,Frame.,0.08496,0.007,217.74952919020717,285.7142857142857,217.74952919020717,1.5242467043314503,volume
FRAME,241114,301011100045,PT-UMC1,Frame.,0.1224,0.008,151.1437908496732,250.0,151.1437908496732,1.2091503267973855,volume
FRAME,241114,301011100048,PT-USC,Frame.,0.103968,0.007,177.93936595875653,285.7142857142857,177.93936595875653,1.2455755617112958,volume
FRAME,241114,301011100051,(TD3911A10022C(PT-HDO,IN/OD,1.0,0.0,18.5,inf,18.5,0.0,volume
FRAME,241114,301011100812,PREMTB001,ACC,0.00476,0.001,3886.5546218487393,2000.0,2000.0,2.0,weight
FRAME,241114,301011100813,PWLSSB21H,ACC,0.002944,0.0004,6283.967391304348,5000.0,5000.0,2.0,weight
FRAME,241114,301011100814,PT-UTD,Frame.,0.161367,0.007,114.645497530474,285.7142857142857,114.645497530474,0.802518482713318,volume
FRAME,241114,301011100815,PT-QCHW0,Frame.,0.06097,0.007,303.42791536821386,285.7142857142857,285.7142857142857,2.0,weight
FRAME,241114,301011100816,PT-AAGW0,Frame.,0.1122,0.007,164.8841354723708,285.7142857142857,164.8841354723708,1.1541889483065955,volume
FRAME,241114,301011103941,PACP5A000,Frame.,0.016695,0.001,1108.116202455825,2000.0,1108.116202455825,1.108116202455825,volume
FRAME,241114,301031000002,PS-V219CG,هوا ساز,0.074358,0.0,248.79636353855673,inf,248.79636353855673,0.0,volume
FRAME,241114,302010203472,GMV-H335/SR1DCMA-I,Outdoor,1.0,0.168,18.5,11.904761904761903,11.904761904761903,1.9999999999999998,weight
FRAME,241114,302010203476,GMV-CA-H71/NR3DQB,Indoor,0.242172,0.023,76.39198586128867,86.95652173913044,76.39198586128867,1.7570156748096395,volume
FRAME,241114,302010203967,GMV-CA-H36/NR3DYBB,Indoor,0.14652,0.018,126.26262626262626,111.11111111111111,111.11111111111111,2.0,weight
FRAME,241114,302010203968,GMV-CA-H45/NR3DYBB,Indoor,0.14454,0.018,127.99225127992251,111.11111111111111,111.11111111111111,2.0,weight
FRAME,241114,302010203969,GMV-CA-H56/NR3DYBB,Indoor,0.14454,0.018,127.99225127992251,111.11111111111111,111.11111111111111,2.0,weight
FRAME,241114,3020105‎01874,GFP-4Q01,Frame.,0.046656,0.0042,396.5192043895747,476.1904761904762,396.5192043895747,1.6653806584362136,volume
FRAME,241114,3020105‎01875,GFP-4Q02,Frame.,0.091809,0.0083,201.50529904475596,240.96385542168673,201.50529904475596,1.6724939820714744,volume
FRAME,241114,302011100027,GLKA-750MD PANEL,IN/OD,0.10816,0.0,171.042899408284,inf,171.042899408284,0.0,volume
FRAME,241114,302011100028,GLKA-950MD PANEL,IN/OD,0.10816,0.0,171.042899408284,inf,171.042899408284,0.0,volume
FRAME,241114,302011100030,GLKC-300MDPANEL,IN/OD,0.06396,0.0,289.2432770481551,inf,289.2432770481551,0.0,volume
FRAME,241114,302011100038,GVM-V56QH6J Panel,Frame.,0.10816,0.007,171.042899408284,285.7142857142857,171.042899408284,1.1973002958579881,volume
FRAME,241114,302011100039,GVM-V80QH6J Panel,Frame.,0.10816,0.008,171.042899408284,250.0,171.042899408284,1.3683431952662721,volume
FRAME,241114,302011100040,GVM-V100QH6J Panel,Frame.,0.10816,0.007,171.042899408284,285.7142857142857,171.042899408284,1.1973002958579881,volume
FRAME,241114,302011100041,GVM-V140QH6J Panel,Frame.,0.10816,0.007,171.042899408284,285.7142857142857,171.042899408284,1.1973002958579881,volume
FRAME,241114,302011100042,GVM-V125QH6J Panel,Frame.,0.129792,0.007,142.53574950690336,285.7142857142857,142.53574950690336,0.9977502465483236,volume
FRAME,241114,302011100047,GVM-V56Q1H6J Panel,Frame.,0.06006,0.007,308.025308025308,285.7142857142857,285.7142857142857,2.0,weight
FRAME,241114,302011100048,GVM-V71Q1H6J Panel,Frame.,0.07668,0.007,241.2623891497131,285.7142857142857,241.2623891497131,1.6888367240479918,volume
FRAME,241114,302030901767,GPE-DA-B29,Frame.,0.136578,0.0093,135.45373339776538,215.05376344086022,135.45373339776538,1.2597197205992179,volume
FRAME,241114,303010201728,T-MBQ4-02B1,Frame.,0.11025,0.008,167.80045351473922,250.0,167.80045351473922,1.3424036281179137,volume
FRAME,241114,303010201730,CE-MBQ-03C4,Frame.,0.071188,0.007,259.87525987525987,285.7142857142857,259.87525987525987,1.819126819126819,volume
FRAME,241114,303010201741,MBQ1-02D,Frame.,0.0715,0.008,258.7412587412588,250.0,250.0,2.0,weight
FRAME,241114,303010201742,MBQ1-01D,Frame.,0.091234,0.008,202.7752811451871,250.0,202.7752811451871,1.622202249161497,volume
FRAME,241114,303010203962,T-MBQ1-01E,Frame.,0.07952,0.0057,232.64587525150907,350.8771929824561,232.64587525150907,1.3260814889336017,volume
FRAME,241114,401012200026,ACF3302302,Chiller Compressor,2.0,0.0,9.25,inf,9.25,0.0,volume
FRAME,241114,401012200027,ACF3302303,Chiller Compressor,2.0,0.0,9.25,inf,9.25,0.0,volume
FRAME,241114,401012200028,ACF3302304,Chiller Compressor,2.0,0.0,9.25,inf,9.25,0.0,volume
GLK-(800/900/950/1000/1200),241120,301010200111,LZ-H200GBA4,IN/OD,1.963425,0.0,9.42231050332964,inf,9.42231050332964,0.0,volume
GLK-(800/900/950/1000/1200),241120,301010800022,OD L8UC1008FA2,Outdoor,1.58656,0.04,11.66044776119403,50.0,11.66044776119403,0.4664179104477612,volume
GLK-(800/900/950/1000/1200),241120,302010500038,GLKT3-800G30R,IN/OD,0.19875,0.0,93.0817610062893,inf,93.0817610062893,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500039,GLKT3-800G30L,IN/OD,0.19875,0.0,93.0817610062893,inf,93.0817610062893,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500042,GLKA-950MD,IN/OD,0.243,0.037,76.13168724279835,54.054054054054056,54.054054054054056,2.0,weight
GLK-(800/900/950/1000/1200),241120,302010500043,GLKF4-900RMD,IN/OD,0.34816,0.0,53.13648897058823,inf,53.13648897058823,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500044,GLKF4-900LMD,IN/OD,0.34816,0.0,53.13648897058823,inf,53.13648897058823,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500046,GLKT3-1000G30R,IN/OD,0.22,0.0,84.0909090909091,inf,84.0909090909091,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500047,GLKT3-1000G30L,IN/OD,0.22,0.0,84.0909090909091,inf,84.0909090909091,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500050,GLKA-1200MD,IN/OD,0.2592,0.0,71.37345679012346,inf,71.37345679012346,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500051,GLKT3H-1200G70R,IN/OD,0.445824,0.052,41.49619580821131,38.46153846153846,38.46153846153846,1.9999999999999998,weight
GLK-(800/900/950/1000/1200),241120,302010500052,GLKT3H-1200G70L,IN/OD,0.445824,0.03,41.49619580821131,66.66666666666667,41.49619580821131,1.2448858742463393,volume
GLK-(800/900/950/1000/1200),241120,302010500816,GFU-LC800G30L1,Fan Coil,0.34816,0.0,53.13648897058823,inf,53.13648897058823,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010500817,GFU-LC800G30R1,Fan Coil,0.34816,0.0,53.13648897058823,inf,53.13648897058823,0.0,volume
GLK-(800/900/950/1000/1200),241120,3020105‎01790,GFU-4Q800,Fan Coil,0.279312,0.035,66.23417540241736,57.14285714285714,57.14285714285714,2.0,weight
GLK-(800/900/950/1000/1200),241120,302010502274,GFU-HC1000G120R3,Fan Coil,0.4592,0.0,40.28745644599303,inf,40.28745644599303,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010502275,GFU-HC1000G120L3,Fan Coil,0.4592,0.0,40.28745644599303,inf,40.28745644599303,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010502276,GFU-HC1200G120R3,Fan Coil,0.4592,0.0,40.28745644599303,inf,40.28745644599303,0.0,volume
GLK-(800/900/950/1000/1200),241120,302010502277,GFU-HC1200G120L3,Fan Coil,0.4592,0.05,40.28745644599303,40.0,40.0,2.0,weight
GLK-(800/900/950/1000/1200),241120,302011100025,GLKA-1200MD PANEL,IN/OD,0.10816,0.0,171.042899408284,inf,171.042899408284,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500003,GLKD-300,IN/OD,0.13467,0.025,137.37283730600726,80.0,80.0,2.0,weight
GLK-300(T3-G-D-C-F4),241116,302010500004,GLKF4-300-LMD,IN/OD,0.2244,0.0,82.4420677361854,inf,82.4420677361854,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500005,GLKF4-300-RMD,IN/OD,0.2244,0.0,82.4420677361854,inf,82.4420677361854,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500006,GLKC-300MD,IN/OD,0.1392,0.02,132.9022988505747,100.0,100.0,2.0,weight
GLK-300(T3-G-D-C-F4),241116,302010500007,GLKD-300MD,IN/OD,0.130181,0.025,142.10983169586962,80.0,80.0,2.0,weight
GLK-300(T3-G-D-C-F4),241116,302010500008,GLKT3-300G30R,IN/OD,0.14616,0.0,126.57361795292829,inf,126.57361795292829,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500009,GLKT3-300G30L,IN/OD,0.14616,0.0,126.57361795292829,inf,126.57361795292829,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500011,GKF2-300-R,IN/OD,0.03828,0.0,483.2810867293626,inf,483.2810867293626,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500012,GLKG-300-SMD,IN/OD,0.127296,0.0,145.33056812468578,inf,145.33056812468578,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010500810,GFU-LC300G30L1,Fan Coil,0.233696,0.06,79.1626728741613,33.333333333333336,33.333333333333336,2.0,weight
GLK-300(T3-G-D-C-F4),241116,302010500811,GFU-LC300G30R1,Fan Coil,0.233696,0.0,79.1626728741613,inf,79.1626728741613,0.0,volume
GLK-300(T3-G-D-C-F4),241116,302010501700,GFU-LC300G30L2,Fan Coil,0.242352,0.022,76.33524790387536,90.90909090909092,76.33524790387536,1.6793754538852577,volume
GLK-300(T3-G-D-C-F4),241116,3020105‎01772,GFU-LC300G30L3,Fan Coil,0.138105,0.022,133.95604793454254,90.90909090909092,90.90909090909092,2.0,weight
GLK-300(T3-G-D-C-F4),241116,3020105‎01773,GFU-LC300G30R3,Fan Coil,0.138105,0.035,133.95604793454254,57.14285714285714,57.14285714285714,2.0,weight
GLK-300(T3-G-D-C-F4),241116,3020105‎01786,GFU-4Q300,Fan Coil,0.138105,0.018,133.95604793454254,111.11111111111111,111.11111111111111,2.0,weight
GLK-300(T3-G-D-C-F4),241116,302010502923,GAE-Y308,Fan Coil,0.0006,0.0002,30833.333333333336,10000.0,10000.0,2.0,weight
GLK-300(T3-G-D-C-F4),241116,302011100033,GLKD-300MD PANEL,IN/OD,0.067392,0.0,274.5132953466287,inf,274.5132953466287,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500015,GLKF4-400-LMD,IN/OD,0.237184,0.0,77.99851592012952,inf,77.99851592012952,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500016,GLKG-400-MD,IN/OD,0.11628,0.0,159.09872721018232,inf,159.09872721018232,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500017,GLKC-400MD,IN/OD,0.138,0.021,134.05797101449275,95.23809523809523,95.23809523809523,1.9999999999999998,weight
GLK-400(T3-G-C-F4),241117,302010500018,GLKD-400MD,IN/OD,0.130181,0.025,142.10983169586962,80.0,80.0,2.0,weight
GLK-400(T3-G-C-F4),241117,302010500019,GLKT3-400G30R,IN/OD,0.14616,0.025,126.57361795292829,80.0,80.0,2.0,weight
GLK-400(T3-G-C-F4),241117,302010500021,GLKG-400-SMD,IN/OD,0.158627,0.0,116.62579510423825,inf,116.62579510423825,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500022,GLKF4-400-RMD,IN/OD,0.237184,0.0,77.99851592012952,inf,77.99851592012952,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500024,GFU-LC400G30R,Fan Coil,0.177,0.0,104.51977401129945,inf,104.51977401129945,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500025,GFU-LC400G30L,Fan Coil,0.1829,0.0,101.14816839803171,inf,101.14816839803171,0.0,volume
GLK-400(T3-G-C-F4),241117,302010500058,بدنه فن کویل 400,Fan Coil,0.14375,0.015,128.69565217391306,133.33333333333334,128.69565217391306,1.9304347826086958,volume
GLK-400(T3-G-C-F4),241117,302010501702,GFU-LC400G30L2,Fan Coil,0.287385,0.06,64.37357551716339,33.333333333333336,33.333333333333336,2.0,weight
GLK-400(T3-G-C-F4),241117,302010501703,GFU-LC400G30R2,Fan Coil,0.287385,0.0,64.37357551716339,inf,64.37357551716339,0.0,volume
GLK-400(T3-G-C-F4),241117,3020105‎01774,GFU-LC400G30L3,Fan Coil,0.138105,0.022,133.95604793454254,90.90909090909092,90.90909090909092,2.0,weight
GLK-400(T3-G-C-F4),241117,3020105‎01787,GFU-4Q400,Fan Coil,0.139392,0.03,132.7192378328742,66.66666666666667,66.66666666666667,2.0,weight
GLK-400(T3-G-C-F4),241117,302011100029,GLKD-400MD PANEL,IN/OD,0.067392,0.0,274.5132953466287,inf,274.5132953466287,0.0,volume
GLK-400(T3-G-C-F4),241117,302011100031,GLKC-400MD PANEL,IN/OD,0.06396,0.0,289.2432770481551,inf,289.2432770481551,0.0,volume
GLK-600(T3-G-A-C-F4),241118,301010200109,IN-LZ-H100GXNO,Indoor,1.361409,0.12,13.588862715025389,16.666666666666668,13.588862715025389,1.6306635258030466,volume
GLK-600(T3-G-A-C-F4),241118,301010200110,IN-LZ-H100GBA4,IN/OD,0.801293,0.12,23.087684529878583,16.666666666666668,16.666666666666668,2.0,weight
GLK-600(T3-G-A-C-F4),241118,302010300011,GAHU-600H R(3Pack),هوا ساز,10.032,0.09,1.8440988835725678,22.22222222222222,1.8440988835725678,0.1659688995215311,volume
GLK-600(T3-G-A-C-F4),241118,302010300012,GAHU-600H L(3Pack),هوا ساز,1.0032,0.09,18.440988835725676,22.22222222222222,18.440988835725676,1.6596889952153109,volume
GLK-600(T3-G-A-C-F4),241118,302010500027,GLKF4-600-L,Fan Coil,2.484,0.0,7.447665056360709,inf,7.447665056360709,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500028,GLKF4-600-LMD,IN/OD,0.3264,0.0,56.678921568627445,inf,56.678921568627445,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500029,GLKF4-600-RMD,IN/OD,0.3264,0.0,56.678921568627445,inf,56.678921568627445,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500030,GLKC-600MD,IN/OD,0.2484,0.035,74.47665056360708,57.14285714285714,57.14285714285714,2.0,weight
GLK-600(T3-G-A-C-F4),241118,302010500031,GLKA-600MD,IN/OD,0.2025,0.0,91.35802469135803,inf,91.35802469135803,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500032,GLKT3-600G30R,IN/OD,0.207872,0.0,88.99707512315271,inf,88.99707512315271,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500033,GLKT3-600G30L,IN/OD,0.207872,0.0,88.99707512315271,inf,88.99707512315271,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500034,GLKG-600SMD,IN/OD,0.158627,0.0,116.62579510423825,inf,116.62579510423825,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500035,GFU-LC600G30R,Fan Coil,0.21948,0.0,84.2901403316931,inf,84.2901403316931,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500036,GFU-LC600G30L,Fan Coil,0.21948,0.0,84.2901403316931,inf,84.2901403316931,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010500815,GFU-LC600G30R1,Fan Coil,0.291852,0.0,63.38829269629812,inf,63.38829269629812,0.0,volume
GLK-600(T3-G-A-C-F4),241118,302010501704,GFU-LC600G30L2,Fan Coil,0.305184,0.022,60.61916745307749,90.90909090909092,60.61916745307749,1.3336216839677046,volume
GLK-600(T3-G-A-C-F4),241118,302010501705,GFU-LC600G30R2,Fan Coil,0.305184,0.0,60.61916745307749,inf,60.61916745307749,0.0,volume
GLK-600(T3-G-A-C-F4),241118,3020105‎01775,GFU-LC400G30R3,Fan Coil,0.138105,0.035,133.95604793454254,57.14285714285714,57.14285714285714,2.0,weight
GLK-600(T3-G-A-C-F4),241118,3020105‎01776,GFU-LC600G30L3,Fan Coil,0.181656,0.022,101.84084203109173,90.90909090909092,90.90909090909092,2.0,weight
GLK-600(T3-G-A-C-F4),241118,3020105‎01777,GFU-LC600G30R3,Fan Coil,0.181656,0.04,101.84084203109173,50.0,50.0,2.0,weight
GLK-600(T3-G-A-C-F4),241118,3020105‎01788,GFU-4Q500,Fan Coil,0.13068,0.025,141.56718702173248,80.0,80.0,2.0,weight
GLK-600(T3-G-A-C-F4),241118,3020105‎01789,GFU-4Q600,Fan Coil,0.279312,0.03,66.23417540241736,66.66666666666667,66.23417540241736,1.9870252620725208,volume
GLK-600(T3-G-A-C-F4),241118,302011100026,GLKC-600MD PANEL,IN/OD,0.179396,0.035,103.12381546968717,57.14285714285714,57.14285714285714,2.0,weight
GLK-600(T3-G-A-C-F4),241118,302011100032,GLKA-600MD PANEL,IN/OD,0.10816,0.0,171.042899408284,inf,171.042899408284,0.0,volume
GLK-600(T3-G-A-C-F4),241118,399011101792,گرین سقفی 600,Frame.,0.181656,0.015,101.84084203109173,133.33333333333334,101.84084203109173,1.5276126304663757,volume
