shipping_group,shipping_group_code,n_products,median_loaded_weight,max_loaded_weight,dest_province,dest_city,region,km,total_cost
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,قزوین,تاکستان,شمال,244,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,تازه کندانگوت,غرب,752,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان غربی,پیرانشهر,غرب,798,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,هرمزگان,پارسیان,جنوب,1213,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,پارس آباد مغان,غرب,829,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,بیله سوار,غرب,801,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان جنوبی,بیرجند,شرق,1119,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کردستان,بیجار,غرب,438,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,قزوین,بوئین زهرا,شمال,155,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان غربی,بوکان,غرب,634,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,بوشهر,بوشهر,جنوب,1065,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,بهنمیر,شمال,254,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,بهشهر,شمال,348,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,بهبهان,جنوب,910,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,بهارستان,مرکز,445,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,بوشهر,بندرگناوه,جنوب,1019,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان غربی,بندرعباس,غرب,830,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,گیلان,بندر کیاشهر,شمال,410,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,هرمزگان,بندر کنگان,جنوب,1160,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,هرمزگان,بندر عباس,جنوب,1261,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,بوشهر,بندر دیلم,جنوب,976,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,بوشهر,بندر دیر,جنوب,1178,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,هرمزگان,بندر جاسک,جنوب,1571,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,گلستان,بندر ترکمن,شمال,407,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,گیلان,بندر انزلی,شمال,410,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان شرقی,بناب,غرب,653,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کرمان,بم,شرق,1148,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان جنوبی,بشرویه,شرق,934,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان شرقی,بستان آباد,غرب,623,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,چهار محال بختیاری,بروجن,جنوب,534,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,لرستان,بروجرد,مرکز,370,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان رضوی,بردسکن,شرق,792,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,برخوار,مرکز,397,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,بوشهر,برازجان,جنوب,1005,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,ایلام,بدره,غرب,645,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان شمالی,بجنورد,شرق,734,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان رضوی,بجستان,شرق,880,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,یزد,بافق,شرق,723,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کرمان,بافت,شرق,1059,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,بابلسر,شمال,248,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,بابل,شمال,233,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,آمل,شمال,204,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,گیلان,آستانه اشرفیه,شمال,394,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,آران بیدگل,مرکز,220,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان شرقی,آذر شهر,غرب,724,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,قزوین,آبیک,شمال,1420,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,آبی بیگلو,غرب,660,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,ایلام,آبدانان,غرب,643,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,فارس,آباده,جنوب,632,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,آبادان,جنوب,886,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,ایلام,ایوان,غرب,637,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,ایلانجیق,غرب,680,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,ایلام,ایلام,غرب,666,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,سیستان و بلوچستان,ایرانشهر,شرق,1498,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,ایذه,جنوب,759,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,اهواز,جنوب,772,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان شرقی,اهر,غرب,723,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,اندیمشک,جنوب,617,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,یزد,انار,شرق,508,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مازندران,امیر کلا,شمال,240,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,امیدیه,جنوب,900,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خوزستان,امانیه,جنوب,771,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,لرستان,الیگودرز,مرکز,369,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,لرستان,الشتر,مرکز,483,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,فارس,اقلید فارس,جنوب,675,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,قزوین,اقبالیه,شمال,206,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,اصلاندوز,غرب,830,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,اصفهان,مرکز,430,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان شمالی,اشخانه,شرق,693,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,کرمانشاه,اسلام آباد غرب,غرب,560,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان شرقی,اسکو,غرب,701,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,خراسان شمالی,اسفراین,شرق,707,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,لرستان,ازنا,مرکز,349,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,آذربایجان غربی,ارومیه,غرب,809,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,فارس,ارسنجان,جنوب,810,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,یزد,اردکان,شرق,546,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,اردستان,مرکز,342,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اردبیل,اردبیل,غرب,635,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,مرکزی,اراک,مرکز,261,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,زنجان,ابهر,غرب,291,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,اصفهان,ابریشم,مرکز,440,0.0
GLK-(800/900/950/1000/1200),241120,20,0.0,2.0,یزد,ابرکوه,شرق,694,0.0
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,یزد,یزد,شرق,622,1044.5715323166303
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کهگیلویه و بویراحمد,یاسوج,جنوب,734,1232.661583151779
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,بوشهر,ولایت جم,جنوب,1098,1843.954248366013
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,ورزقان,غرب,728,1222.5853304284676
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,همدان,همدان,مرکز,313,525.6445170660857
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,هفتگل,جنوب,797,1338.4622367465504
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,هشترود,غرب,572,960.6027596223673
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,هرمزگان,هشتبندی,جنوب,1381,2319.217501815541
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,هریس سراب,غرب,706,1185.6390704429919
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمانشاه,هرسین,غرب,479,804.4208424110384
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,هادی شهر,غرب,799,1341.8209876543208
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,سیستان و بلوچستان,نیک شهر,شرق,1652,2774.328249818446
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,نیشابور,شرق,770,1293.1190994916485
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,نیر,غرب,676,1135.2578068264343
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,نی ریز,جنوب,968,1625.6354393609295
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,نوشهر,شمال,188,315.72258533042844
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,لرستان,نورآباد دلفان,مرکز,500,839.6877269426288
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,نور آباد ممسنی,جنوب,833,1398.9197530864196
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,نور,شمال,228,382.8976034858388
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,نهبندان,شرق,1294,2173.1118373275235
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,نمین,غرب,663,1113.4259259259259
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,نمک آبرود,شمال,185,310.6844589687727
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,نکاء,شمال,323,542.4382716049382
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,نقده,غرب,752,1262.8903413217138
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,نطنز,مرکز,301,505.4920116194626
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,نشتارود,شمال,209,350.98946986201884
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,نجف آباد,مرکز,446,749.0014524328249
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,نائین,مرکز,438,735.5664488017428
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,میمه,مرکز,301,505.4920116194626
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,یزد,میبد,شرق,551,925.335875090777
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,میانه,غرب,512,859.8402323892519
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,میاندوآب,غرب,681,1143.6546840958604
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,مورچه خورت,مرکز,396,665.032679738562
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,یزد,مهریز,شرق,645,1083.1971677559911
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,ایلام,مهران,غرب,750,1259.5315904139431
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,مهاباد,غرب,727,1220.9059549745823
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,ملکان,غرب,676,1135.2578068264343
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,همدان,ملایر,مرکز,363,609.6132897603485
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,مشهد,شرق,894,1501.3616557734204
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,مشگین شهر,غرب,731,1227.6234567901233
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,مسجد سلیمان,جنوب,749,1257.852214960058
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کردستان,مریوان,غرب,601,1009.3046477850398
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,مرودشت,جنوب,820,1377.0878721859112
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,مرند,غرب,743,1247.7759622367464
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,مراغه,غرب,637,1069.762164124909
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,محمود آباد,شمال,229,384.57697893972403
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مرکزی,محلات,مرکز,249,418.16448801742916
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,مبارکه,مرکز,483,811.1383442265794
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,ماهشهر,جنوب,885,1486.247276688453
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مرکزی,مامونیه,مرکز,102,171.29629629629628
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,ماکو,غرب,925,1553.4222948438633
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گیلان,لنگرود,شمال,406,681.8264342774146
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گیلان,لاهیجان,شمال,391,656.6358024691358
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,لاهرود,غرب,710,1192.3565722585329
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,لامرد,جنوب,1183,1986.7011619462598
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,لارستان,جنوب,1162,1951.4342774146694
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمانشاه,گیلان غرب,غرب,649,1089.9146695715322
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,گوگد,مرکز,326,547.476397966594
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گلستان,گنبد کاووس,شمال,549,921.9771241830065
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,بوشهر,گناوه,جنوب,1019,1711.2835875090775
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,گناباد,شرق,926,1555.1016702977486
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,گلوگاه,شمال,372,624.7276688453159
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,گلپایگان,مرکز,335,562.5907770515613
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,گلبهار,شرق,866,1454.3391430646332
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,گرمی,غرب,748,1256.1728395061727
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان شمالی,گرمه,شرق,583,979.0758896151052
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,سمنان,گرمسار,شرق,115,193.12817719680464
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گلستان,گرگان,شمال,431,723.8108206245461
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,گراش,جنوب,1777,2984.2501815541027
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کهگیلویه و بویراحمد,گچساران,جنوب,888,1491.2854030501087
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,لرستان,کوهدشت,مرکز,525,881.6721132897603
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,کوهپایه ,مرکز,440,738.9251997095133
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گیلان,کوچ اصفهان,شمال,376,631.4451706608569
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمانشاه,کنگاور,غرب,399,670.0708061002179
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,سیستان و بلوچستان,کنارک,شرق,1770,2972.494553376906
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,کلیبر,غرب,789,1325.0272331154683
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,کلاردشت,شمال,167,280.45570079883805
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,کلار آباد,شمال,190,319.08133623819896
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمانشاه,کرمانشاه,غرب,491,824.5733478576615
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمان,کرمان,شرق,968,1625.6354393609295
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,همدان,کبودر آهنگ,مرکز,283,475.2632534495279
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,کاشمر,شرق,828,1390.5228758169933
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,کاشان,مرکز,230,386.2563543936093
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,کازرون,جنوب,915,1536.6285403050108
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,قیروکارزین,جنوب,1039,1744.8710965867826
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,قیر,جنوب,1006,1689.451706608569
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,زنجان,قیدار,غرب,353,592.8195352214959
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,قم,قم,مرکز,128,214.96005809731298
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,قزوین,قزوین(محمدیه),شمال,179,300.60820624546113
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,قزوین,قزوین,شمال,199,334.19571532316627
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,قره ضیاالدین,غرب,845,1419.0722585330427
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,قائنات,شرق,1035,1738.1535947712416
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,قائن,شرق,1033,1734.7948438634712
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,قائم شهر,شمال,272,456.79012345679007
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,فیروز آباد,جنوب,932,1565.1779230210602
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گیلان,فومن,شمال,388,651.59767610748
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,فولادشهر,مرکز,464,779.2302106027596
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,فلاورجان,مرکز,447,750.6808278867102
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,فریمان,شرق,907,1523.1935366739287
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,فریدونکنار,شمال,237,398.0119825708061
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,فریدونشهر,مرکز,420,705.3376906318082
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,فریدن,مرکز,403,676.7883079157589
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,فردوس,شرق,942,1581.9716775599127
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,چهار محال بختیاری,فارسان,جنوب,563,945.4883805374001
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,علویجه,مرکز,439,737.2458242556281
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,بوشهر,عسلویه,جنوب,1173,1969.9074074074072
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,عجبشیر,غرب,676,1135.2578068264343
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,عباس آباد تنکابن,شمال,183,307.32570806100216
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,عباس آباد,شمال,203,340.9132171387073
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,طبس,شرق,849,1425.7897603485837
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,گیلان,صومعه سرا,شمال,397,666.7120551924473
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,صفاشهر,جنوب,715,1200.7534495279592
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمانشاه,صحنه,غرب,428,718.7726942628902
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان شمالی,شیروان,شرق,803,1348.5384894698618
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,شیراز,جنوب,820,1377.0878721859112
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,شوط,غرب,892,1498.0029048656497
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,شوشتر,جنوب,687,1153.730936819172
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,چهار محال بختیاری,شهرکرد,جنوب,529,888.3896151053013
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,شهرضا,مرکز,500,839.6877269426288
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,فارس,شهر لار,جنوب,1162,1951.4342774146694
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,قزوین,شهر الوند,شمال,195,327.47821350762524
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,شبستر,غرب,736,1236.0203340595497
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,بوشهر,شبانکاره,جنوب,933,1566.8572984749453
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,شاهین شهر,مرکز,404,678.4676833696441
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,شاهین دژ,غرب,607,1019.3809005083514
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,سمنان,شاهرود,شرق,406,681.8264342774146
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مرکزی,شازند,مرکز,310,520.6063907044298
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمان,سیرجان,شرق,949,1593.7273057371094
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,سوسنگرد,جنوب,774,1299.8366013071895
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,سهند,غرب,696,1168.8453159041394
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کردستان,سنندج,غرب,485,814.4970951343499
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,کرمانشاه,سنقر,غرب,418,701.9789397240377
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,سمیرم,مرکز,599,1005.9458968772693
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,سمنان,سمنان,شرق,226,379.53885257806826
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,سلمانشهر (متل قو),شمال,194,325.79883805374
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان غربی,سلماس,غرب,828,1390.5228758169933
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اردبیل,سرعین,غرب,663,1113.4259259259259
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,سردرود,غرب,680,1141.9753086419753
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,سرخس,شرق,1033,1734.7948438634712
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,مازندران,سرخرود,شمال,236,396.3326071169208
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,سربیشه,شرق,1194,2005.1742919389976
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خوزستان,سربندر,جنوب,879,1476.1710239651416
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان جنوبی,سرایان,شرق,982,1649.146695715323
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,سیستان و بلوچستان,سراوان,شرق,1797,3017.837690631808
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,ایلام,سرابله,غرب,628,1054.6477850399417
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,آذربایجان شرقی,سراب,غرب,692,1162.1278140885984
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,سده لنجان,مرکز,481,807.7795933188089
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,اصفهان,سپاهان شهر,مرکز,432,725.4901960784313
GLK-300(T3-G-D-C-F4),241116,17,1.6793754538852577,2.0,خراسان رضوی,سبزوار,شرق,658,1105.0290486564995
